Gender,GenderCode,Age,Height,Weight,HeartRate,ExerciseNameENG,ExerciseNameUKR,ExerciseID,Duration,Calories
female,1,27,172,66,94,"Golf, walking and pulling clubs",Гольф,16,12,57
male,0,55,194,99,92,"Golf, walking and pulling clubs",Гольф,16,16,88
male,0,47,196,105,102,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,26,175
female,1,20,171,71,79,Watering lawn or garden,Полив газону або саду,22,3,9
male,0,79,176,82,96,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,13,90
male,0,24,170,70,99,Stair machine,Тренажер-сходинки,29,29,128
female,1,38,153,51,105,"Cross country skiing, uphill","Лижні перегони, вгору",20,28,177
female,1,63,141,45,81,Watering lawn or garden,Полив газону або саду,22,2,9
female,1,71,159,58,109,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,24,174
male,0,20,184,79,96,"Calisthenics, light","Кальстеніка, легка",18,14,56
male,0,60,192,88,109,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,27,218
male,0,76,188,93,93,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,52
male,0,48,171,79,102,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,25,156
male,0,33,200,98,108,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,30,205
male,0,51,199,104,104,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,25,180
female,1,20,164,64,101,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,15,81
female,1,22,166,58,89,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,8,34
male,0,63,185,87,93,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,12,69
male,0,33,185,83,98,"Aerobics, general","Аеробіка, загальна",1,23,115
male,0,22,189,80,86,Watering lawn or garden,Полив газону або саду,22,5,13
male,0,47,182,89,94,Unicycling,Їзда на одноколісному велосипеді,17,18,93
female,1,22,164,64,95,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,17,81
male,0,28,178,78,89,Watering lawn or garden,Полив газону або саду,22,8,26
female,1,38,165,66,93,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,9,43
female,1,50,161,59,89,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,24
male,0,20,197,93,97,Mild stretching,Легка розтяжка,19,11,49
female,1,21,146,49,90,"Calisthenics, light","Кальстеніка, легка",18,8,36
female,1,65,178,68,83,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,25
male,0,20,189,86,91,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,11,37
male,0,25,171,74,104,Stair machine,Тренажер-сходинки,29,27,144
female,1,31,190,82,114,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,25,168
female,1,39,165,67,90,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,77
male,0,34,178,81,95,Mild stretching,Легка розтяжка,19,9,41
male,0,73,172,76,85,Watering lawn or garden,Полив газону або саду,22,4,19
male,0,28,187,87,97,"Calisthenics, light","Кальстеніка, легка",18,13,61
male,0,57,183,89,93,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,18,99
female,1,59,185,80,87,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,15,66
male,0,70,175,83,106,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,27,216
female,1,20,171,68,99,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,118
female,1,25,162,63,83,Watering lawn or garden,Полив газону або саду,22,4,14
female,1,23,169,66,97,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,16,80
female,1,23,140,50,93,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,21,100
male,0,28,184,88,107,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,20,124
female,1,52,154,56,105,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,21,136
male,0,56,187,90,99,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,25,160
female,1,38,164,61,101,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,23,132
male,0,44,168,69,85,Mild stretching,Легка розтяжка,19,10,33
female,1,58,162,60,98,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,17,99
female,1,51,149,48,107,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,28,191
male,0,66,177,77,76,Watering lawn or garden,Полив газону або саду,22,6,19
male,0,59,198,107,106,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,183
male,0,54,187,88,92,Mild stretching,Легка розтяжка,19,8,42
male,0,21,180,78,105,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,75
male,0,24,191,93,110,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,17,112
female,1,77,166,66,107,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,21,147
female,1,53,205,93,74,Watering lawn or garden,Полив газону або саду,22,3,8
male,0,51,200,96,114,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,25,214
female,1,64,167,69,95,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,12,66
male,0,51,178,81,85,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,31
female,1,21,172,64,94,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,15,70
female,1,22,146,49,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,19
male,0,53,189,88,93,"Calisthenics, light","Кальстеніка, легка",18,12,64
female,1,59,167,69,106,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,23,151
female,1,20,174,67,79,Watering lawn or garden,Полив газону або саду,22,3,9
male,0,63,175,78,105,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,26,192
male,0,60,191,95,72,Watering lawn or garden,Полив газону або саду,22,2,5
female,1,53,182,78,91,Watering lawn or garden,Полив газону або саду,22,6,28
male,0,69,177,86,97,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,14,93
male,0,27,181,82,105,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,18,103
male,0,75,182,88,94,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,11,72
female,1,36,177,74,94,Unicycling,Їзда на одноколісному велосипеді,17,16,77
male,0,23,174,70,102,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,25,121
male,0,28,193,96,109,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,25,167
male,0,25,180,81,91,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,15,53
male,0,76,210,114,94,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,50
male,0,73,175,73,94,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,11,67
female,1,31,160,62,92,Unicycling,Їзда на одноколісному велосипеді,17,13,61
male,0,43,184,85,83,Watering lawn or garden,Полив газону або саду,22,9,29
female,1,72,161,62,102,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,17,110
female,1,31,165,65,90,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,22,97
female,1,72,154,59,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,23
female,1,75,161,63,105,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,25,170
female,1,24,193,83,82,Watering lawn or garden,Полив газону або саду,22,5,16
female,1,32,159,60,107,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,25,158
male,0,30,181,82,101,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,19,100
female,1,27,165,66,104,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,30,174
female,1,74,164,67,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,6,27
female,1,67,171,67,80,Watering lawn or garden,Полив газону або саду,22,4,16
male,0,31,188,91,98,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,17,86
female,1,35,164,58,94,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,7,35
female,1,27,158,61,82,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,7,25
male,0,26,194,101,83,Mild stretching,Легка розтяжка,19,17,47
female,1,60,161,62,93,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,17,90
male,0,32,182,78,72,Watering lawn or garden,Полив газону або саду,22,2,2
male,0,23,182,87,83,Watering lawn or garden,Полив газону або саду,22,3,7
male,0,37,192,95,119,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,29,250
male,0,28,181,81,108,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,30,186
female,1,24,173,70,79,Watering lawn or garden,Полив газону або саду,22,2,6
male,0,66,173,74,96,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,16,97
female,1,28,166,64,93,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,19,89
female,1,25,149,54,89,Mild stretching,Легка розтяжка,19,6,26
female,1,31,171,69,93,"Ballet, twist, jazz, tap","Балет, твіст, джаз, чечітка",2,14,65
female,1,34,165,60,91,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,5,23
female,1,40,138,42,82,Watering lawn or garden,Полив газону або саду,22,3,12
male,0,21,178,78,105,Stair machine,Тренажер-сходинки,29,28,150
female,1,43,158,60,99,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,17,96
male,0,44,183,89,88,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,14,58
female,1,47,148,55,79,Watering lawn or garden,Полив газону або саду,22,3,11
female,1,28,146,50,107,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,29,185
female,1,23,169,65,98,Stair machine,Тренажер-сходинки,29,24,123
male,0,31,171,75,125,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,27,237
female,1,67,167,71,98,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,21,122
female,1,21,155,58,106,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,24,145
female,1,23,156,58,102,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,21,118
female,1,42,162,58,95,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,19,99
female,1,24,175,74,88,"Golf, walking and pulling clubs",Гольф,16,17,67
male,0,52,191,92,90,Watering lawn or garden,Полив газону або саду,22,3,15
female,1,44,177,76,109,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,28,182
female,1,54,163,66,90,"Calisthenics, light","Кальстеніка, легка",18,10,48
male,0,25,187,86,106,Stair machine,Тренажер-сходинки,29,28,165
male,0,35,187,88,108,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,26,174
female,1,75,181,77,105,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,25,165
male,0,27,196,95,87,Watering lawn or garden,Полив газону або саду,22,8,26
male,0,65,194,98,112,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,28,251
